internship_id,title,company,skills,location,category,stipend,duration,education,description
3804,Strategy Product Manager Intern,SAP,"Python, Keras, Deep Learning, Java, DSA, React",Bhopal,E-Commerce,41619,5 months,Post Graduate,Marketing Product Manager Intern: Present findings to senior stakeholders and PM leadership.
3805,Agile Product Manager Intern,Tata,"Node.js, MATLAB, GCP, Integration Testing, Django, C++, DSA, JIRA",Chennai,Healthcare,17997,1 year,PGDM,"Python Developer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3806,Growth Strategy PM Intern,LinkedIn,"DSA, MySQL, Kanban, CSS, Pandas, PyTorch, Python, Microservices",Bhopal,B2B,17921,2 months,Integrated MSc,"User Experience PM Intern: Immerse in a collaborative, diverse and learning environment."
3807,Platform PM Intern,Capgemini,"Leadership, Azure, ASP.NET, DSA, JavaScript, Bootstrap, Angular",Nagpur,Consumer Tech,42552,3 months,MCA,Fintech PM Intern: Gain experience working with AI and cutting-edge tech teams.
3808,API Product Manager Intern,Cognizant,"C++, Docker, MongoDB, DSA, Teamwork, Integration Testing, Bootstrap",Delhi,Technology,84022,12 weeks,MBA,"Consulting Product Manager Intern: Learn business strategy, user empathy, and agile execution."
3809,Hardware Engineer Intern,Siemens,"PCB Design, Electronics, Circuit Analysis, C",Noida,SaaS,67303,1 year,M.Tech,Salesforce Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
3810,AR/VR Developer Intern,Twitter,"Unity, Unreal Engine, C#, Oculus SDK",Delhi,Media,33490,8 months,Integrated MSc,Learning Data Analyst Intern: Participate in user research and help define next-gen features.
3811,SEO/SEM Product Manager Intern,WhiteHat Jr,"C++, MongoDB, Bitbucket, Kubernetes, Integration Testing, DSA, Java, REST APIs",Hyderabad,B2B,49293,2 months,PhD,Virtual Classroom PM Intern: Build scalable products and solve complex technical challenges.
3812,Python Developer Intern,Freshworks,"Python, Flask, Django, Pandas, Numpy, DSA, Git",Kolkata,Data Science,24154,1 year,Bachelor of Engineering,School Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
3813,Web Product Manager Intern,HCL,"Teamwork, JavaScript, AWS, DSA, Unit Testing",Vadodara,Internet,95670,3 months,M.Tech,Technical Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3814,Developer Platform PM Intern,TCS,"DSA, JavaScript, Bootstrap, Keras, Data Structures, Express, Angular, Algorithms",Kolkata,E-Commerce,66641,3 months,Undergraduate,"Assessment Platform PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3815,Curriculum Developer Intern,Freshworks,"Syllabus Creation, Standardized Testing, Education policy",Mysore,Healthcare,65963,1 year,PhD,Junior PM Intern: Gain experience working with AI and cutting-edge tech teams.
3816,Platform Strategy Product Intern,Testbook,"React, SQL, Data Structures, NLP, JavaScript, DSA, C, Leadership",Mysore,Hospitality,12262,4 months,BBA,iOS Developer Intern: Work on live projects and impact thousands of users.
3817,Assessment Platform PM Intern,Dell,"Testing, Evaluation, Data Analytics, Report Writing",Bangalore,EdTech,77202,8 months,M.Tech,Consumer Product Manager Intern: Build scalable products and solve complex technical challenges.
3818,Technical Product Manager Intern,PhonePe,"Testing, JavaScript, DSA, DSA, Pandas, API Integration",Noida,E-Commerce,96773,6 months,Undergraduate,SEO/SEM Product Manager Intern: Present findings to senior stakeholders and PM leadership.
3819,Communication PM Intern,Zomato,"Numerical Methods, CI/CD, Kotlin, Python, DSA, Version Control",Ahmedabad,Consulting,72236,6 months,Undergraduate,"Database Admin Intern: Immerse in a collaborative, diverse and learning environment."
3820,EdTech Platform Intern,Twitter,"LMS, Moodle, EdTech APIs, Course Management",Kolkata,Healthcare,41610,6 months,Diploma,"React Developer Intern: Learn business strategy, user empathy, and agile execution."
3821,Virtual Classroom PM Intern,Infosys,"Video Platforms, Collaboration Tools, LMS",Gurugram,Media,90099,12 weeks,BBA,Project Coordinator (PM): Assist in designing delightful user journeys for education and tech.
3822,User Experience PM Intern,Dream11,"Selenium, Sass, Teamwork, Linux, Java, Scikit-learn, Kanban, DSA",Noida,Hospitality,78972,8 months,Bachelor of Engineering,Blockchain Developer Intern: Assist in designing delightful user journeys for education and tech.
3823,IoT Product Manager Intern,Paytm,"Java, CI/CD, DSA, Problem Solving, Jest",Bangalore,Education,80486,2 months,Integrated MSc,"Backend Developer Intern: Learn business strategy, user empathy, and agile execution."
3824,Mobile Product Manager Intern,Deloitte,"Bitbucket, DSA, HTML, Sass, C",Mumbai,Healthcare,82254,8 months,Undergraduate,Network Engineer Intern: Build scalable products and solve complex technical challenges.
3825,Entertainment PM Intern,Twitter,"Mocha, DSA, JavaScript, SQLite, GCP, CI/CD, AWS",Ahmedabad,Internet,97543,2 months,BCA,"Sustainability Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3826,Python Developer Intern,Adobe,"Python, Flask, Django, Pandas, Numpy, DSA, Git",Indore,Media,68569,8 months,Bachelor of Engineering,Research Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3827,Product Management Intern,Coursera,"DevOps, DSA, Keras, Tailwind CSS, JavaScript, HTML",Bhopal,B2B,58460,8 months,B. Tech,"Assessment Platform PM Intern: Learn business strategy, user empathy, and agile execution."
3828,Marketplace Product Intern,Google,"Python, Data Structures, DSA, DSA, ASP.NET, Express, MongoDB",Mysore,Media,30859,4 months,Undergraduate,Travel Product Manager Intern: Build scalable products and solve complex technical challenges.
3829,Angular Developer Intern,Unacademy,"Angular, TypeScript, RxJS, SCSS, API Integration, DSA, Git",Delhi,B2B,64137,8 months,Undergraduate,"Database Admin Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3830,Node.js Developer Intern,Siemens,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Chennai,Consumer Tech,63029,8 months,Bachelor of Science,Agile Product Manager Intern: Present findings to senior stakeholders and PM leadership.
3831,ML Intern,Reliance,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Delhi,Data Science,31601,4 months,Diploma,User Experience PM Intern: Drive initiatives and contribute to roadmap decisions.
3832,Platform Product Intern,Amazon,"JavaScript, Deep Learning, DSA, Mocha, Vue.js, OOP",Coimbatore,Hospitality,58212,1 year,Undergraduate,SaaS Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3833,Education Product Manager Intern,IBM,"EdTech, Curriculum, Roadmap, Communication",Lucknow,Hospitality,24578,4 months,Bachelor of Science,Data Product Manager Intern: Participate in user research and help define next-gen features.
3834,Customer Insights PM Intern,BYJU’S,"Sass, Java, DSA, Tailwind CSS, PostgreSQL",Ahmedabad,Consulting,81881,8 months,M.Tech,Virtual Classroom PM Intern: Participate in user research and help define next-gen features.
3835,Vue.js Developer Intern,Meta,"Vue.js, JavaScript, Vuex, HTML5, SCSS, DSA",Nagpur,Media,69576,2 months,Any Graduate,Marketplace Product Intern: Build scalable products and solve complex technical challenges.
3836,Entertainment PM Intern,Freshworks,"Node.js, Shell Scripting, Object-Oriented Programming, Java, Keras, Scikit-learn, DSA, Communication",Ahmedabad,FinTech,41288,2 months,Post Graduate,Entertainment PM Intern: Assist in designing delightful user journeys for education and tech.
3837,Developer Platform PM Intern,Khan Academy,"WebSockets, C++, Selenium, Spring Boot, DSA, Redis, AWS, Jenkins",Nagpur,Education,30795,6 months,Diploma,Travel Product Manager Intern: Work on live projects and impact thousands of users.
3838,Fintech PM Intern,Khan Academy,"GraphQL, JavaScript, DSA, DevOps, Integration Testing, Time Management, Deep Learning",Coimbatore,Entertainment,90039,12 weeks,MBA,ML Intern: Assist in designing delightful user journeys for education and tech.
3839,Growth Strategy PM Intern,Testbook,"JavaScript, Communication, Sass, NLP, MySQL, DSA, OpenCV, SQL",Noida,EdTech,33428,4 months,Post Graduate,Frontend Developer Intern: Drive initiatives and contribute to roadmap decisions.
3840,Mobile Product Manager Intern,Paytm,"C++, DSA, Mocha, GitHub, Pandas, Python",Pune,Media,44746,12 weeks,BA,"Sustainability Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
3841,Platform Strategy Product Intern,Coursera,"C, Machine Learning, Linux, ASP.NET, DSA, Problem Solving, Object-Oriented Programming, Django",Bhopal,Education,33898,2 months,M.Tech,Virtual Classroom PM Intern: Build scalable products and solve complex technical challenges.
3842,Entertainment PM Intern,Cognizant,"REST APIs, JIRA, C++, OOP, TensorFlow, Docker, DSA",Nagpur,EdTech,35381,5 months,Bachelor of Science,Growth Product Manager Intern: Work on live projects and impact thousands of users.
3843,iOS Developer Intern,Tata,"Swift, Objective-C, Xcode, UIKit, CoreData, DSA",Mysore,B2B,58094,5 months,PGDM,Healthcare PM Intern: Build scalable products and solve complex technical challenges.
3844,Platform Strategy Product Intern,Tesla,"HTML, WebSockets, Python, DSA, C, DSA, Node.js",Pune,SaaS,84500,8 months,Diploma,Salesforce Developer Intern: Assist in designing delightful user journeys for education and tech.
3845,Logistics PM Intern,Amazon,"Bootstrap, Go, Problem Solving, C, GraphQL, ASP.NET, PyTorch, DSA",Ahmedabad,SaaS,43853,5 months,Any Postgraduate,"Curriculum Developer Intern: Learn business strategy, user empathy, and agile execution."
3846,Government PM Intern,Edureka,"Scrum, DSA, Shell Scripting, Python, DSA, Analytical Thinking, Deep Learning",Chandigarh,Media,60435,3 months,Any Postgraduate,"Database Admin Intern: Learn business strategy, user empathy, and agile execution."
3847,Research Product Manager Intern,LinkedIn,"DSA, C++, Jest, Node.js, Express",Indore,FinTech,61874,5 months,M.Tech,Social Impact PM Intern: Work on live projects and impact thousands of users.
3848,Travel Product Manager Intern,Google,"DSA, Analytical Thinking, Numpy, DSA, Python, Go, Kanban, REST APIs",Noida,Automotive,69642,2 months,Bachelor of Science,"Mobile App Product Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3849,Digital Product Intern,Accenture,"PostgreSQL, CSS, TensorFlow, DSA, Java, Jenkins",Chennai,Media,20648,2 months,Post Graduate,Frontend Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
3850,Student Engagement Manager Intern,Google,"Outreach, Student Success, Analytics, Communication",Noida,SaaS,64998,12 weeks,Any Postgraduate,Compliance PM Intern: Present findings to senior stakeholders and PM leadership.
3851,Testing Intern,Accenture,"Unit Testing, Integration Testing, Jest, Mocha, Testing Library",Chennai,B2B,21746,5 months,BBA,Data Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3852,Social Impact PM Intern,CRED,"Bootstrap, Teamwork, C, Redis, Java, DSA, Sass",Vadodara,B2B,72105,8 months,BBA,Communication PM Intern: Assist in designing delightful user journeys for education and tech.
3853,Testing Intern,Siemens,"Unit Testing, Integration Testing, Jest, Mocha, Testing Library",Bangalore,Logistics,20019,1 year,Undergraduate,E-Commerce PM Intern: Participate in user research and help define next-gen features.
3854,Research Product Manager Intern,Zomato,"HTML, Flask, Spring Boot, DevOps, WebSockets, Java, DSA, Pandas",Chennai,Logistics,19859,12 weeks,Bachelor of Science,Mobile Product Manager Intern: Work on live projects and impact thousands of users.
3855,Data Science PM Intern,CRED,"Algorithms, Java, Docker, DSA, HTML, DSA",Mumbai,Technology,51950,2 months,MBA,Salesforce Developer Intern: Work on live projects and impact thousands of users.
3856,Python Developer Intern,BYJU’S,"Python, Flask, Django, Pandas, Numpy, DSA, Git",Chennai,E-Commerce,21778,1 year,PGDM,Digital Product Intern: Collaborate with top-tier mentors and develop PM skillset.
3857,Platform PM Intern,Amazon,"Node.js, React, DSA, C++, JavaScript, NLP, Selenium",Coimbatore,B2B,38904,8 months,Post Graduate,"Business Analyst PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3858,ML Intern,WhiteHat Jr,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Delhi,Technology,11248,1 year,Any Graduate,Mobile App Developer Intern: Gain experience working with AI and cutting-edge tech teams.
3859,Solution PM Intern,EY,"Agile, GitHub, DSA, WebSockets, Azure, Java, DevOps",Lucknow,FinTech,90129,12 weeks,Diploma,Database Admin Intern: Collaborate with top-tier mentors and develop PM skillset.
3860,Consulting Product Manager Intern,Intel,"MySQL, C, Selenium, PostgreSQL, PyTorch, Integration Testing, DSA",Hyderabad,Technology,72776,6 months,Diploma,"API Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3861,Web Developer Intern,Unacademy,"HTML, CSS, JavaScript, Bootstrap, jQuery, REST APIs, Git, DSA",Kolkata,Internet,16007,4 months,Bachelor of Science,Education Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3862,Sustainability Product Manager Intern,Microsoft,"Flask, JavaScript, Numerical Methods, DSA, Redis",Bangalore,B2B,86422,12 weeks,M.Tech,Network Engineer Intern: Collaborate with top-tier mentors and develop PM skillset.
3863,Agile Product Manager Intern,Microsoft,"SQL, Scrum, JavaScript, DSA, Spring Boot",Delhi,Healthcare,93275,4 months,BBA,Angular Developer Intern: Build scalable products and solve complex technical challenges.
3864,Agile Product Manager Intern,Edureka,"DSA, Java, Selenium, DSA, Kotlin, Unit Testing, Integration Testing, Time Management",Chandigarh,Consulting,40203,8 months,PGDM,"Digital Product Intern: Immerse in a collaborative, diverse and learning environment."
3865,Growth Product Manager Intern,Razorpay,"Sass, DSA, Git, MATLAB, JavaScript, REST APIs, Analytical Thinking",Kolkata,Automotive,91256,3 months,M.Tech,API Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
3866,Operations Product Manager Intern,Coursera,"C++, OpenCV, Algorithms, Numpy, DSA",Lucknow,B2B,66527,4 months,MCA,"AI Research Intern: Immerse in a collaborative, diverse and learning environment."
3867,B2B Product Manager Intern,EY,"C++, Testing, Machine Learning, Deep Learning, DSA, JavaScript, Problem Solving, Data Structures",Mysore,Automotive,14532,8 months,BA,"AR/VR Developer Intern: Learn business strategy, user empathy, and agile execution."
3868,iOS Developer Intern,Deloitte,"Swift, Objective-C, Xcode, UIKit, CoreData, DSA",Vadodara,Healthcare,70557,8 months,MBA,"DevOps Intern: Learn business strategy, user empathy, and agile execution."
3869,Data Engineer Intern,WhiteHat Jr,"Python, SQL, ETL, Spark, AWS, Data Modeling, Git",Bangalore,Technology,26554,3 months,PhD,ML Intern: Collaborate with top-tier mentors and develop PM skillset.
3870,Cybersecurity Intern,Deloitte,"Network Security, Python, Penetration Testing, Linux, Firewalls, OWASP, Git",Indore,Hospitality,35184,5 months,Any Postgraduate,Node.js Developer Intern: Work on live projects and impact thousands of users.
3871,B2B Product Manager Intern,Microsoft,"DSA, Flask, Tailwind CSS, MongoDB, Machine Learning, Numpy, Python, DSA",Delhi,Media,25651,4 months,PGDM,Java Developer Intern: Gain experience working with AI and cutting-edge tech teams.
3872,Agile Product Manager Intern,Chegg,"DSA, Object-Oriented Programming, Microservices, Keras, Python, Tailwind CSS",Pune,FinTech,92483,8 months,PhD,Marketing Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3873,AI Product Manager Intern,Meesho,"Jest, DSA, MATLAB, TypeScript, Integration Testing, Java",Lucknow,Media,71225,3 months,Diploma,Full Stack Developer Intern: Present findings to senior stakeholders and PM leadership.
3874,Entertainment PM Intern,Salesforce,"Keras, Git, Object-Oriented Programming, DSA, TypeScript, JavaScript",Kolkata,E-Commerce,78606,1 year,MCA,Full Stack Developer Intern: Assist in designing delightful user journeys for education and tech.
3875,Data Science PM Intern,SAP,"Go, DSA, Python, Node.js, Pandas, C",Delhi,SaaS,14379,4 months,Any Graduate,Cloud Engineer Intern: Work on live projects and impact thousands of users.
3876,User Experience PM Intern,Reliance,"Numerical Methods, Ruby, MongoDB, Jenkins, Python, DSA",Kolkata,B2B,94826,12 weeks,M.Tech,"SEO/SEM Product Manager Intern: Learn business strategy, user empathy, and agile execution."
3877,Embedded Systems Intern,Zomato,"C, C++, Microcontrollers, Arduino, Sensors",Pune,Data Science,61007,4 months,Bachelor of Science,Software Engineer Intern: Participate in user research and help define next-gen features.
3878,Junior PM Intern,L&T,"Testing, Analytical Thinking, PyTorch, DSA, JavaScript, GraphQL, Unit Testing, Shell Scripting",Chandigarh,Automotive,93535,2 months,Diploma,Backend Developer Intern: Build scalable products and solve complex technical challenges.
3879,Data Engineer Intern,Apple,"Python, SQL, ETL, Spark, AWS, Data Modeling, Git",Lucknow,Consumer Tech,19277,6 months,Post Graduate,Payments Product Manager Intern: Work on live projects and impact thousands of users.
3880,Product Management Intern,Zomato,"ASP.NET, Mocha, Numpy, JavaScript, GCP, DSA, Testing, Node.js",Bangalore,Logistics,67458,12 weeks,Bachelor of Engineering,B2B Product Manager Intern: Present findings to senior stakeholders and PM leadership.
3881,SaaS Product Manager Intern,Dream11,"ASP.NET, Redis, CSS, Java, DSA",Nagpur,SaaS,24625,8 months,Any Graduate,Instructional Designer Intern: Work on live projects and impact thousands of users.
3882,SEO/SEM Product Manager Intern,Cognizant,"Spring Boot, Go, DSA, Integration Testing, C++",Kolkata,Healthcare,80805,2 months,Bachelor of Engineering,"API Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
3883,Consulting Product Manager Intern,Reliance,"GitHub, Go, Python, Deep Learning, C++, DSA",Lucknow,SaaS,33328,1 year,PGDM,Government PM Intern: Collaborate with top-tier mentors and develop PM skillset.
3884,Web Product Manager Intern,Reliance,"Java, Unit Testing, CI/CD, DSA, Object-Oriented Programming, TypeScript",Jaipur,Logistics,53439,4 months,BA,Virtual Classroom PM Intern: Drive initiatives and contribute to roadmap decisions.
3885,Virtual Classroom PM Intern,Adobe,"Video Platforms, Collaboration Tools, LMS",Nagpur,Logistics,58126,6 months,B. Tech,Digital Product Intern: Present findings to senior stakeholders and PM leadership.
3886,AI Research PM Intern,Meta,"Flask, HTML, Data Structures, Leadership, Python, Algorithms, DSA, GraphQL",Hyderabad,Internet,61877,12 weeks,Any Postgraduate,AI Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
3887,Academic Research PM Intern,Intel,"Education Research, Data Analysis, Paper Writing",Bhopal,Technology,17098,12 weeks,BA,Academic Research PM Intern: Gain experience working with AI and cutting-edge tech teams.
3888,iOS Developer Intern,MakeMyTrip,"Swift, Objective-C, Xcode, UIKit, CoreData, DSA",Delhi,Data Science,46151,4 months,MCA,AI Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
3889,Database Admin Intern,Adobe,"MySQL, MongoDB, SQL, Backup, Replication, Git",Chennai,Data Science,54620,12 weeks,Integrated MSc,"Embedded Systems Intern: Learn business strategy, user empathy, and agile execution."
3890,Full Stack Developer Intern,Deloitte,"JavaScript, Node.js, React, HTML, CSS, Express, MongoDB, SQL, DSA, Git",Bangalore,Education,70937,1 year,Bachelor of Engineering,Database Admin Intern: Build scalable products and solve complex technical challenges.
3891,AI Research Intern,Reliance,"Python, Deep Learning, NLP, TensorFlow, PyTorch, Git",Nagpur,Technology,74623,12 weeks,M.Tech,Database Admin Intern: Collaborate with top-tier mentors and develop PM skillset.
3892,E-Commerce PM Intern,Flipkart,"Python, DSA, Unit Testing, Redis, MATLAB, R",Vizag,Data Science,40976,6 months,MBA,Testing Intern: Present findings to senior stakeholders and PM leadership.
3893,Java Developer Intern,Twitter,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Mumbai,SaaS,12708,1 year,Integrated MSc,IoT Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3894,Learning Experience Designer Intern,LinkedIn,"UX, Learning Psychology, Blended Learning, Analytics",Ahmedabad,B2B,22069,4 months,Undergraduate,Developer Platform PM Intern: Participate in user research and help define next-gen features.
3895,AI Product Manager Intern,Swiggy,"AWS, Machine Learning, ASP.NET, OpenCV, DSA, C, Python",Mumbai,Consumer Tech,77718,8 months,M.Tech,"Platform Strategy Product Intern: Learn business strategy, user empathy, and agile execution."
3896,Curriculum Developer Intern,SAP,"Syllabus Creation, Standardized Testing, Education policy",Ahmedabad,Entertainment,56795,3 months,Bachelor of Engineering,Cloud Engineer Intern: Assist in designing delightful user journeys for education and tech.
3897,Platform Strategy Product Intern,Udemy,"Redis, Jenkins, DSA, PostgreSQL, Bitbucket, Version Control, Java",Vadodara,FinTech,46856,3 months,Any Postgraduate,QA Engineer Intern: Assist in designing delightful user journeys for education and tech.
3898,QA Engineer Intern,Uber,"Manual Testing, Selenium, Regression, JIRA, Git",Indore,Entertainment,14885,8 months,BCA,Healthcare PM Intern: Present findings to senior stakeholders and PM leadership.
3899,Associate Product Manager Intern,BYJU’S,"C++, DSA, DevOps, Jest, Agile, OpenCV, Kotlin, Data Structures",Chennai,Internet,13249,8 months,BA,Node.js Developer Intern: Work on live projects and impact thousands of users.
3900,AI Product Manager Intern,Salesforce,"MongoDB, MySQL, Tailwind CSS, Jenkins, Communication, Java, DSA",Nagpur,Consumer Tech,21688,3 months,B. Tech,Platform PM Intern: Work on live projects and impact thousands of users.
3901,Travel Product Manager Intern,KPMG,"DSA, Analytical Thinking, GraphQL, Shell Scripting, Flask, JavaScript, Integration Testing, Pandas",Bangalore,E-Commerce,42212,3 months,BBA,"Communication PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3902,Strategy Product Manager Intern,Google,"Jest, Kubernetes, JavaScript, Java, PyTorch, Agile, DSA",Hyderabad,Automotive,86167,2 months,M.Tech,EdTech Platform Intern: Present findings to senior stakeholders and PM leadership.
3903,SaaS Product Manager Intern,Unacademy,"R, Sass, DSA, C, DevOps",Kolkata,Education,36399,12 weeks,B. Tech,ML Intern: Work on live projects and impact thousands of users.
3904,Web Developer Intern,Salesforce,"HTML, CSS, JavaScript, Bootstrap, jQuery, REST APIs, Git, DSA",Vadodara,Hospitality,25528,8 months,MCA,Angular Developer Intern: Build scalable products and solve complex technical challenges.
3905,Salesforce Developer Intern,Udemy,"Apex, Visualforce, Salesforce APIs",Indore,Internet,51430,8 months,M.Tech,Gaming Product Manager Intern: Participate in user research and help define next-gen features.
3906,Payments Product Manager Intern,Flipkart,"DSA, Bitbucket, Integration Testing, Selenium, Jenkins, Kanban, Bootstrap, Java",Chandigarh,Consulting,97647,12 weeks,Integrated MSc,Cloud Engineer Intern: Participate in user research and help define next-gen features.
3907,Mobile App Developer Intern,Cognizant,"Flutter, Dart, Android, iOS, React Native, APIs, DSA",Bangalore,Technology,51686,12 weeks,Integrated MSc,ML Intern: Present findings to senior stakeholders and PM leadership.
3908,Digital Product Intern,Edureka,"C++, DSA, Java, Flask, PostgreSQL, JavaScript, Leadership, Algorithms",Bangalore,Healthcare,12106,2 months,Bachelor of Engineering,"Social Impact PM Intern: Learn business strategy, user empathy, and agile execution."
3909,B2B Product Manager Intern,Vedantu,"DSA, Mocha, Unit Testing, Numpy, Python",Bhopal,Technology,12328,4 months,Integrated MSc,Game Developer Intern: Assist in designing delightful user journeys for education and tech.
3910,Embedded Systems Intern,HCL,"C, C++, Microcontrollers, Arduino, Sensors",Bhopal,Healthcare,89621,4 months,Integrated MSc,iOS Developer Intern: Gain experience working with AI and cutting-edge tech teams.
3911,Innovation Product Manager Intern,Coursera,"Python, DSA, TensorFlow, Mocha, Express, Machine Learning, Pandas",Nagpur,Technology,86244,12 weeks,B. Tech,"Node.js Developer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3912,Solution PM Intern,MakeMyTrip,"Selenium, C++, GitHub, JavaScript, Java, DSA",Mysore,Education,21994,2 months,Any Postgraduate,iOS Developer Intern: Participate in user research and help define next-gen features.
3913,Entertainment PM Intern,Oracle,"Python, Pandas, Kubernetes, DSA, Shell Scripting, PostgreSQL, PyTorch",Mumbai,Media,68679,8 months,M.Tech,Angular Developer Intern: Drive initiatives and contribute to roadmap decisions.
3914,Sustainability Product Manager Intern,Freshworks,"PostgreSQL, SQL, React, ASP.NET, OpenCV, DSA, C++, Object-Oriented Programming",Noida,B2B,70308,5 months,Bachelor of Science,School Product Manager Intern: Build scalable products and solve complex technical challenges.
3915,Education Product Manager Intern,L&T,"EdTech, Curriculum, Roadmap, Communication",Lucknow,SaaS,76780,6 months,Bachelor of Engineering,"Consumer Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
3916,Virtual Classroom PM Intern,Twitter,"Video Platforms, Collaboration Tools, LMS",Ahmedabad,Education,24144,6 months,PhD,Cloud Engineer Intern: Drive initiatives and contribute to roadmap decisions.
3917,iOS Developer Intern,Infosys,"Swift, Objective-C, Xcode, UIKit, CoreData, DSA",Ahmedabad,Consumer Tech,86379,12 weeks,M.Tech,"AI Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3918,API Product Manager Intern,Freshworks,"DSA, Communication, GCP, Ruby, CSS, Machine Learning, Problem Solving, C",Coimbatore,B2B,60707,1 year,MBA,Database Admin Intern: Work on live projects and impact thousands of users.
3919,IoT Product Manager Intern,Amazon,"Angular, WebSockets, Teamwork, DSA, Vue.js, Python, Spring Boot, TypeScript",Ahmedabad,SaaS,92430,12 weeks,Post Graduate,"Data Engineer Intern: Learn business strategy, user empathy, and agile execution."
3920,React Developer Intern,Twitter,"React, JavaScript, Redux, CSS, DSA, Webpack, Git",Chennai,Data Science,82460,4 months,M.Tech,Software Engineer Intern: Collaborate with top-tier mentors and develop PM skillset.
3921,Entertainment PM Intern,Nvidia,"Jest, JIRA, DSA, Bootstrap, JavaScript, Python",Lucknow,EdTech,73304,4 months,BA,Business Analyst PM Intern: Gain experience working with AI and cutting-edge tech teams.
3922,Product Management Intern,Flipkart,"DSA, Problem Solving, Express, Numpy, C",Mysore,EdTech,81594,8 months,Bachelor of Science,Angular Developer Intern: Build scalable products and solve complex technical challenges.
3923,Consumer Product Manager Intern,Dell,"Redis, PyTorch, DSA, JIRA, Flask, PostgreSQL, C++",Chennai,SaaS,79774,1 year,Bachelor of Engineering,"User Experience PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3924,AR/VR Developer Intern,Zomato,"Unity, Unreal Engine, C#, Oculus SDK",Jaipur,Internet,20899,8 months,Bachelor of Engineering,"Platform PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3925,Communication PM Intern,Ola,"Redis, GCP, DSA, NLP, Node.js, C++, Java, Problem Solving",Hyderabad,SaaS,87133,2 months,Any Postgraduate,Logistics PM Intern: Assist in designing delightful user journeys for education and tech.
3926,Academic Research PM Intern,Wipro,"Education Research, Data Analysis, Paper Writing",Hyderabad,SaaS,59651,1 year,PhD,"Government PM Intern: Learn business strategy, user empathy, and agile execution."
3927,Cloud Product Manager Intern,KPMG,"Agile, Java, Kanban, Leadership, Data Structures, MySQL, DSA, Pandas",Bangalore,Hospitality,57323,2 months,BBA,"Business Analyst PM Intern: Immerse in a collaborative, diverse and learning environment."
3928,IoT Product Manager Intern,Infosys,"OOP, GitHub, DSA, Java, JavaScript, Testing",Ahmedabad,E-Commerce,16795,1 year,B. Tech,"Junior PM Intern: Learn business strategy, user empathy, and agile execution."
3929,EdTech Platform Intern,Capgemini,"LMS, Moodle, EdTech APIs, Course Management",Bhopal,Consulting,27248,5 months,Any Postgraduate,Innovation Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3930,AI Product Manager Intern,Testbook,"Kotlin, DSA, OOP, Linux, PyTorch, MATLAB, Python, Deep Learning",Vadodara,FinTech,59364,1 year,Integrated MSc,Software Engineer Intern: Participate in user research and help define next-gen features.
3931,School Product Manager Intern,Microsoft,"School Operations, Outreach, Technology, Communication",Noida,Healthcare,54465,4 months,Post Graduate,Logistics PM Intern: Collaborate with top-tier mentors and develop PM skillset.
3932,Student Engagement Manager Intern,Capgemini,"Outreach, Student Success, Analytics, Communication",Pune,Hospitality,81122,1 year,Bachelor of Science,Customer Success PM Intern: Drive initiatives and contribute to roadmap decisions.
3933,Customer Insights PM Intern,Khan Academy,"Azure, Kubernetes, TensorFlow, DSA, Java, Tailwind CSS, NLP, DevOps",Mysore,Logistics,77544,6 months,Post Graduate,"Growth Strategy PM Intern: Immerse in a collaborative, diverse and learning environment."
